Index Name,Backbone Type,Dual or Single,Sequencing Technology,Index Side,Index Pairing,Index Set Name,Publish to manifest - Adds cycle lengths automatically
i5RUDI_728,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_729,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_730,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_731,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_732,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_733,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_734,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_735,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_736,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_737,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_738,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_739,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_740,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_741,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_742,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_743,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_744,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_745,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_746,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_747,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_748,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_749,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_750,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_751,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_752,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_753,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_754,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_755,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_756,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_757,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_758,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_759,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_760,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_761,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_762,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_763,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_764,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_765,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_766,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_767,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1
i5RUDI_768,TruSeqHT,DUALINDEX,ILLUMINA,i5,,Qiagen - QIASeq Direct UDI Adapters,1

PBio_sub1,parsebio,SINGLEINDEX,ILLUMINA,i7,,Parse Bio - Sublibrary Indexes,1
PBio_sub2,parsebio,SINGLEINDEX,ILLUMINA,i7,,Parse Bio - Sublibrary Indexes,1

SI_TS7_A01,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A01,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A02,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A02,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A03,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A03,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A04,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A04,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A05,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A05,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A06,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A06,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A07,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A07,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A08,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A08,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A09,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A09,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A10,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A10,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A11,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A11,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_A12,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_A12,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B01,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B01,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B02,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B02,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B03,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B03,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B04,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B04,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B05,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B05,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B06,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B06,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B07,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B07,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B08,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B08,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B09,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B09,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B10,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B10,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B11,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B11,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_B12,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_B12,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C01,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C01,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C02,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C02,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C03,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C03,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C04,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C04,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C05,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C05,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C06,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C06,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C07,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C07,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C08,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C08,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C09,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C09,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C10,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C10,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C11,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C11,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_C12,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_C12,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D01,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D01,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D02,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D02,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D03,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D03,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D04,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D04,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D05,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D05,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D06,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D06,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D07,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D07,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D08,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D08,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D09,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D09,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D10,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D10,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D11,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D11,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_D12,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_D12,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E01,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E01,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E02,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E02,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E03,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E03,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E04,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E04,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E05,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E05,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E06,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E06,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E07,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E07,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E08,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E08,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E09,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E09,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E10,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E10,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E11,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E11,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_E12,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_E12,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F01,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F01,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F02,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F02,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F03,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F03,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F04,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F04,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F05,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F05,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F06,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F06,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F07,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F07,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F08,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F08,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F09,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F09,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F10,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F10,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F11,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F11,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_F12,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_F12,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G01,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G01,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G02,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G02,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G03,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G03,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G04,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G04,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G05,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G05,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G06,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G06,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G07,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G07,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G08,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G08,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G09,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G09,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G10,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G10,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G11,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G11,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_G12,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_G12,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H01,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H01,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H02,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H02,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H03,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H03,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H04,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H04,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H05,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H05,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H06,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H06,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H07,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H07,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H08,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H08,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H09,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H09,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H10,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H10,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H11,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H11,10x Genomics - Dual Index Kit TS Set A,1
SI_TS7_H12,TruSeqHT,DUALINDEX,ILLUMINA,i7,SI_TS5_H12,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A01,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A02,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A03,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A04,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A05,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A06,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A07,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A08,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A09,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A10,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A11,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_A12,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B01,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B02,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B03,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B04,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B05,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B06,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B07,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B08,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B09,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B10,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B11,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_B12,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C01,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C02,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C03,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C04,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C05,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C06,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C07,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C08,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C09,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C10,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C11,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_C12,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D01,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D02,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D03,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D04,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D05,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D06,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D07,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D08,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D09,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D10,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D11,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_D12,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E01,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E02,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E03,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E04,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E05,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E06,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E07,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E08,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E09,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E10,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E11,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_E12,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F01,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F02,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F03,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F04,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F05,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F06,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F07,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F08,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F09,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F10,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F11,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_F12,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_G01,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_G02,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
SI_TS5_G03,TruSeqHT,DUALINDEX,ILLUMINA,i5,,10x Genomics - Dual Index Kit TS Set A,1
